Username,Timestamp,location,device
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
ThornfieldHall,2020-07-13 15:58:22+00:00,Citizen of Nowhere,Android
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
Ankit99324594,2020-07-13 15:58:22+00:00,,Mobile device
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
Divyamladi,2020-07-13 15:58:22+00:00,Somerville/Boston,Mobile device
nxxzvs,2020-07-13 15:58:22+00:00,in waters,iPhone
KoundalKhushi,2020-07-13 15:58:22+00:00,,Android
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
momupdated,2020-07-13 15:58:22+00:00,,Mobile device
Yvette45184087,2020-07-13 15:58:22+00:00,,iPhone
GCDTR,2020-07-13 15:58:22+00:00,"Atlanta, GA",Mobile device
Colleenmalone23,2020-07-13 15:58:22+00:00,,Android
greenslate4,2020-07-13 15:58:22+00:00,,iPhone
AJBlackston,2020-07-13 15:58:23+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:23+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:23+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:23+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:23+00:00,"Washington, DC",-
sajjadkaswani,2020-07-13 15:58:23+00:00,"Karachi, Pakistan",Android
AJBlackston,2020-07-13 15:58:23+00:00,"Washington, DC",-
RamanSangipur,2020-07-13 15:58:23+00:00,,Android
AJBlackston,2020-07-13 15:58:23+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:23+00:00,"Washington, DC",-
sunxprogram,2020-07-13 15:58:23+00:00,"Brussels, Belgium",Mobile device
JeanannBogar,2020-07-13 15:58:23+00:00,PA,Android
Karim14324301,2020-07-13 15:58:23+00:00,,iPhone
shuaib_atilola,2020-07-13 15:58:23+00:00,Nigeria,Android
theglobalfight,2020-07-13 15:58:23+00:00,"Washington, D.C.",-
_open_science_,2020-07-13 15:58:23+00:00,,-
Mercfire117,2020-07-13 15:58:23+00:00,,Android
Worldstagegroup,2020-07-13 15:58:24+00:00,"Lagos, Nigeria",-
EuEthnic,2020-07-13 15:58:24+00:00,Citizen of The World,iPad
DebtCrisisOrg,2020-07-13 15:58:24+00:00,,iPhone
mcmajidi,2020-07-13 15:58:24+00:00,"Berlin, Germany",Android
ABatemanHouse,2020-07-13 15:58:24+00:00,New York,Mobile device
NICECompliance,2020-07-13 15:58:24+00:00,,Mobile device
galvan5725,2020-07-13 15:58:25+00:00,USA,Mobile device
GilTPolitics,2020-07-13 15:58:25+00:00,,iPhone
dev_muzic,2020-07-13 15:58:25+00:00,Bhubaneswar,Android
KerryDrew3,2020-07-13 15:58:25+00:00,,Mobile device
Buglettesmom,2020-07-13 15:58:25+00:00,,iPhone
bishi14,2020-07-13 15:58:26+00:00,,iPhone
Ashutos54520235,2020-07-13 15:58:26+00:00,,Android
barrantesa27,2020-07-13 15:58:26+00:00,United Kingdom,iPhone
justbeingme365,2020-07-13 15:58:26+00:00,,iPhone
BADL_Coach,2020-07-13 15:58:27+00:00,"Castle Rock, CO",Android
TracyPe82568107,2020-07-13 15:58:27+00:00,,iPhone
Covid19Stat,2020-07-13 15:58:27+00:00,,-
Debabrata4456,2020-07-13 15:58:27+00:00,"Bhubaneshwar, India",Android
Yvette45184087,2020-07-13 15:58:27+00:00,,iPhone
mashautn,2020-07-13 15:58:27+00:00,Johannesburg,Android
Pen_Bird,2020-07-13 15:58:28+00:00,north of Batiquitos Lagoon,Mobile device
TilakJi6,2020-07-13 15:58:28+00:00,,Android
maathorubhagan,2020-07-13 15:58:28+00:00,,Android
Vakdaro,2020-07-13 15:58:28+00:00,Quito-Ecuador,Mobile device
SusanKnowles,2020-07-13 15:58:29+00:00,USA,iPhone
ChrisFrance14,2020-07-13 15:58:29+00:00,"Seal Beach, California, USA",iPhone
Vakdaro,2020-07-13 15:58:29+00:00,Quito-Ecuador,Mobile device
KundannRai,2020-07-13 15:58:29+00:00,"आरा, भारत",Android
kathrynguylay,2020-07-13 15:58:29+00:00,Sun Valley Idaho,-
Shahida98165754,2020-07-13 15:58:29+00:00,"New Delhi, India ",Mobile device
granmaggie,2020-07-13 15:58:29+00:00,"Arizona, USA",iPhone
BhanuprasadSade,2020-07-13 15:58:29+00:00,,Android
timerose666,2020-07-13 15:58:29+00:00,,iPad
PrimeHonda1,2020-07-13 15:58:29+00:00,,Mobile device
johnecohound,2020-07-13 15:58:29+00:00,,Android
Vakdaro,2020-07-13 15:58:29+00:00,Quito-Ecuador,Mobile device
kostling,2020-07-13 15:58:30+00:00,Canada,Mobile device
scorpionkingen4,2020-07-13 15:58:30+00:00,,Android
gurbirS9646660,2020-07-13 15:58:30+00:00,"Amritsar, India",Android
Joseph367194392,2020-07-13 15:58:30+00:00,"Surrey, MI",iPhone
dettas61,2020-07-13 15:58:30+00:00,"Knoxville, TN",Mobile device
Jawedrajput1,2020-07-13 15:58:31+00:00,"Islamabad, Pakistan.",Android
DanielMutambi,2020-07-13 15:58:31+00:00,Nairobi,Android
RyanBretonWX,2020-07-13 15:58:31+00:00,"Portland, ME",iPhone
MrsBosanquet,2020-07-13 15:58:31+00:00,"England, United Kingdom",iPhone
ClareBuedel,2020-07-13 15:58:31+00:00,,iPhone
Ejisbaro2,2020-07-13 15:58:31+00:00,,Android
harishjhlawar,2020-07-13 15:58:32+00:00,"Jhalawar, India",Android
laltschul,2020-07-13 15:58:32+00:00,Seattle WA and London UK,iPhone
GovTechResearch,2020-07-13 15:58:32+00:00,"London, England",Mobile device
EHRCwales,2020-07-13 15:58:32+00:00,Wales,Mobile device
AnnabelSeebohm,2020-07-13 15:58:32+00:00,Brussels,Mobile device
champlainlhin,2020-07-13 15:58:32+00:00,Eastern Ontario ,Mobile device
abuaardvark,2020-07-13 15:58:32+00:00,"ÜT: 37.892943,-122.270439",iPad
PhilipMillerBD,2020-07-13 15:58:32+00:00,"England, United Kingdom",Mobile device
JoshuaMonnie,2020-07-13 15:58:32+00:00,"Accra, Ghana",Android
LesLk52,2020-07-13 15:58:32+00:00,Essex,iPhone
Lennondac,2020-07-13 15:58:33+00:00,United States,iPhone
mashautn,2020-07-13 15:58:33+00:00,Johannesburg,Android
tbyrdcreates,2020-07-13 15:58:33+00:00,,Mobile device
Yvette45184087,2020-07-13 15:58:33+00:00,,iPhone
IDEALCollab,2020-07-13 15:58:33+00:00,"Oxford, United Kingdom",Mobile device
twellness,2020-07-13 15:58:34+00:00,"Colorado, USA",iPad
Victori07825064,2020-07-13 15:58:34+00:00,,Mobile device
HarishReddyKai3,2020-07-13 15:58:34+00:00,Shankerpalli,Android
CuBuffFollows,2020-07-13 15:58:34+00:00,"Colorado, USA",Android
Yvette45184087,2020-07-13 15:58:34+00:00,,iPhone
martinjhamer,2020-07-13 15:58:35+00:00,"Brighton, England",iPhone
alorair,2020-07-13 15:58:35+00:00,"Los angeles,Riyadh....",iPhone
iamjermainew,2020-07-13 15:58:35+00:00,earth based reality ,Android
MidwestPhoto,2020-07-13 15:58:35+00:00,"Milwaukee, WI",Mobile device
sorkorrrr,2020-07-13 15:58:36+00:00,,Android
ymahdessian,2020-07-13 15:58:36+00:00,,Android
pauldashworth,2020-07-13 15:58:36+00:00,England in Europe,Mobile device
studmuffin07,2020-07-13 15:58:36+00:00,Lowton ,iPhone
computerbugg,2020-07-13 15:58:36+00:00,"Phoenix, AZ",Mobile device
CoronaWorldStat,2020-07-13 15:58:36+00:00,Netherlands,-
Covid19Stat,2020-07-13 15:58:36+00:00,,-
BrianGPowell,2020-07-13 15:58:36+00:00,#9ll=#NWO #Nuclear #FalseFlag!,Mobile device
CeceliaTruglio,2020-07-13 15:58:36+00:00,Pennsylvania,iPhone
DrSanMukherjee,2020-07-13 15:58:37+00:00,Mumbai,iPhone
hegeit,2020-07-13 15:58:37+00:00,"Scotland, United Kingdom",Mobile device
SusanKnowles,2020-07-13 15:58:37+00:00,USA,iPhone
Vs_Cancer,2020-07-13 15:58:37+00:00,,Mobile device
pt720732,2020-07-13 15:58:37+00:00,"Jaunpur, India",Android
Im_AbuBakar,2020-07-13 15:58:37+00:00,,Android
ketoverlock,2020-07-13 15:58:37+00:00,"Maine, USA",iPhone
EhrlichMed,2020-07-13 15:58:37+00:00,,iPhone
Brovahkiin89,2020-07-13 15:58:37+00:00,"Temple, TX",Mobile device
Diana_Chumley,2020-07-13 15:58:38+00:00,"Tennessee, USA",Android
DawnGulick,2020-07-13 15:58:38+00:00,California Delta USA,Mobile device
Wethepeople196,2020-07-13 15:58:38+00:00,USA,Android
1stDarwin,2020-07-13 15:58:38+00:00,"Nairobi, Kenya",iPhone
DanielSailofsky,2020-07-13 15:58:38+00:00,,iPhone
angelhurst,2020-07-13 15:58:38+00:00,"Cleveland, OH",iPhone
GomezJames,2020-07-13 15:58:38+00:00,"Orange, CA",Android
AlArabiya_Eng,2020-07-13 15:58:38+00:00,Dubai,-
EdwardP07810096,2020-07-13 15:58:38+00:00,,Android
HSlater351,2020-07-13 15:58:39+00:00,,iPhone
milostudio,2020-07-13 15:58:39+00:00,"Bangkok, Thailand",Mobile device
SadeGabrielle,2020-07-13 15:58:39+00:00,Trinidad and Tobago,Android
Lokendr00012,2020-07-13 15:58:39+00:00,Jaipur/Barmer,Android
RyanBretonWX,2020-07-13 15:58:39+00:00,"Portland, ME",iPhone
HamishMcPherso7,2020-07-13 15:58:39+00:00,,iPhone
bjym_kashmir,2020-07-13 15:58:39+00:00,"Srinagar, India",iPhone
Kath23961,2020-07-13 15:58:40+00:00,,iPhone
MohanNageswar,2020-07-13 15:58:40+00:00,"కోసూరు గ్రామం, కృష్ణా జిల్లా",Android
northwind1ndn,2020-07-13 15:58:40+00:00,www.facebook.com,Android
roteskreuz_de,2020-07-13 15:58:40+00:00,"Berlin, Germany",iPhone
TheresaMilstein,2020-07-13 15:58:40+00:00,"Arlington, MA",Mobile device
mary_jumpy,2020-07-13 15:58:40+00:00,"Florida, USA",Android
RandomUTFan,2020-07-13 15:58:40+00:00,"Music City, USA",-
GCHLLC,2020-07-13 15:58:40+00:00,"San Antonio, TX 78258",iPhone
Hannah201907,2020-07-13 15:58:41+00:00,China,iPhone
Johannst81,2020-07-13 15:58:41+00:00,"Leeuwarden, Nederland",Android
JayantP95742444,2020-07-13 15:58:41+00:00,,Android
abuaardvark,2020-07-13 15:58:41+00:00,"ÜT: 37.892943,-122.270439",iPad
VotingBlueForUS,2020-07-13 15:58:41+00:00,#Biden2020,Mobile device
marc_saltzman,2020-07-13 15:58:41+00:00,North America,Mobile device
V_Warrioress,2020-07-13 15:58:41+00:00,,iPhone
CyclacelPharma,2020-07-13 15:58:42+00:00,,Mac
Texaviator23,2020-07-13 15:58:42+00:00,"Dallas, Tx",iPhone
remotevoices,2020-07-13 15:58:42+00:00,"glasgow, scotland",-
aashi_871,2020-07-13 15:58:42+00:00,Dead Sea,Android
debr1776,2020-07-13 15:58:42+00:00,,iPhone
KHalveyGibson,2020-07-13 15:58:42+00:00,"Washington, DC",iPhone
cubsbank,2020-07-13 15:58:42+00:00,"indianapolis indiana
",-
Yvette45184087,2020-07-13 15:58:43+00:00,,iPhone
Cairo67Unedited,2020-07-13 15:58:43+00:00,United States,Mobile device
zin_zah,2020-07-13 15:58:43+00:00,Between Insanity and Outsanity,Mobile device
guddu01133828,2020-07-13 15:58:43+00:00,,Android
mbaker000,2020-07-13 15:58:43+00:00,"Pittsburgh, PA",iPhone
BRASIL_ACABOU,2020-07-13 15:58:43+00:00,,Mobile device
Mahesh31325467,2020-07-13 15:58:43+00:00,,Android
danwaterfield,2020-07-13 15:58:44+00:00,"Cambridge, England",iPhone
dm4bige,2020-07-13 15:58:44+00:00,"Arizona, USA",iPhone
mercurygirl7,2020-07-13 15:58:44+00:00,The Right Side Of History,iPhone
laurachite,2020-07-13 15:58:44+00:00,,Android
Yvette45184087,2020-07-13 15:58:44+00:00,,iPhone
MAHAKAL__SHIV,2020-07-13 15:58:44+00:00," 🇮🇳  वंदे ""भारत"" मातरम् 🇮🇳",Android
PulseMedic,2020-07-13 15:58:44+00:00,"London, England",Mobile device
MeallyHen,2020-07-13 15:58:44+00:00,,Android
FlipMO2Blue,2020-07-13 15:58:44+00:00,"St Louis, MO",Mobile device
dermcity,2020-07-13 15:58:44+00:00,Toronto and Buffalo,Mobile device
MagicFox645,2020-07-13 15:58:44+00:00,,Mobile device
joncoopertweets,2020-07-13 15:58:45+00:00,New York,iPhone
JaffkeLauren,2020-07-13 15:58:45+00:00,"Rockford, IL",Android
pt720732,2020-07-13 15:58:45+00:00,"Jaunpur, India",Android
EricGenthe,2020-07-13 15:58:45+00:00,,Android
ScottFligor,2020-07-13 15:58:45+00:00,"Boston, MA",iPhone
Lara_One,2020-07-13 15:58:46+00:00,,Android
ColinESeale,2020-07-13 15:58:46+00:00,"Phoenix, AZ",Android
Just_Jill1011,2020-07-13 15:58:46+00:00,"Pembroke Pines, FL",Android
ironorehopper,2020-07-13 15:58:46+00:00,Padova,-
TomFitton,2020-07-13 15:58:46+00:00,"Washington, DC",Android
REALLYURKIDING,2020-07-13 15:58:46+00:00,Everywhere USA,iPad
skchauhanAAP,2020-07-13 15:58:47+00:00,"Delhi, India",Android
UBCoceans,2020-07-13 15:58:47+00:00,"2202 Main Mall, Vancouver, BC",-
lydiajean8,2020-07-13 15:58:47+00:00,New Orleans,Mobile device
riz5252,2020-07-13 15:58:47+00:00,"Port Blair, India",Android
BearBu,2020-07-13 15:58:47+00:00,"Texas, USA",iPhone
AmarJyo72302905,2020-07-13 15:58:47+00:00,"Guwahati, India",Android
iSoyLiztilla,2020-07-13 15:58:47+00:00,JilotziNarnia,Android
tomchungwaihin,2020-07-13 15:58:47+00:00,Hong Kong,Android
TheLittleHummer,2020-07-13 15:58:48+00:00,City of the Big Shoulders ,Android
Yvette45184087,2020-07-13 15:58:48+00:00,,iPhone
disco_Bolshevik,2020-07-13 15:58:48+00:00,eye of the empire/north London,Android
Shubham86185144,2020-07-13 15:58:48+00:00,"Patna, India",Android
GregSloanMDK,2020-07-13 15:58:48+00:00,"Sylmar, CA",Android
Stauers,2020-07-13 15:58:48+00:00,Canada,iPad
yessiti_,2020-07-13 15:58:49+00:00,,iPhone
tcdglobal,2020-07-13 15:58:49+00:00,Trinity College Dublin,Mobile device
Astraea_Styx,2020-07-13 15:58:49+00:00,"New Jersey, USA",iPhone
SteeleDanusia,2020-07-13 15:58:49+00:00,"Ontario, Canada",iPhone
Menmyshadow,2020-07-13 15:58:49+00:00,,Mobile device
norainidaho,2020-07-13 15:58:49+00:00,"Boise, ID",iPhone
Srk_warriors,2020-07-13 15:58:49+00:00,"Hyderabad, India",Android
benknight8,2020-07-13 15:58:49+00:00,L.A.,Mobile device
Yvette45184087,2020-07-13 15:58:49+00:00,,iPhone
keithroysdon,2020-07-13 15:58:49+00:00,"Muncie, IN",iPhone
jtmoreau23,2020-07-13 15:58:49+00:00,United States,iPhone
Sharmin25412381,2020-07-13 15:58:49+00:00,Chattogram,Mobile device
trickyd90556041,2020-07-13 15:58:50+00:00,"Islington, London",iPhone
V_Warrioress,2020-07-13 15:58:50+00:00,,iPhone
rebe_rum728,2020-07-13 15:58:50+00:00,Florida Panhandle,Mobile device
brianlaungaoaeh,2020-07-13 15:58:50+00:00,NYC,Mobile device
TulaneNPRC,2020-07-13 15:58:50+00:00,"Covington, LA",Mobile device
UMDGradSchool,2020-07-13 15:58:50+00:00,"College Park, MD",iPhone
Yvette45184087,2020-07-13 15:58:50+00:00,,iPhone
Segundelaw1,2020-07-13 15:58:51+00:00,,Android
colleggedropout,2020-07-13 15:58:51+00:00,,Mobile device
AapkaSumitbhai,2020-07-13 15:58:51+00:00,new delhi,Android
mau4682,2020-07-13 15:58:51+00:00,,iPad
sarahwishart,2020-07-13 15:58:52+00:00,"London, England",Mobile device
petro21805,2020-07-13 15:58:52+00:00,"New York, USA",iPhone
asilafu,2020-07-13 15:58:53+00:00,,Android
kevinmruel,2020-07-13 15:58:53+00:00,"New Hampshire, USA",Android
GreenAcreFarm,2020-07-13 15:58:53+00:00,,Mobile device
Rbreports,2020-07-13 15:58:53+00:00,"Kolkata, West Bengal, India",Android
sebaselinvitado,2020-07-13 15:58:53+00:00,"Madrid, Comunidad de Madrid",Mobile device
LibraryofData,2020-07-13 15:58:53+00:00,"Hyderabad, India",Mobile device
RoseBeckley,2020-07-13 15:58:53+00:00,"Edina, MN",iPhone
V_Warrioress,2020-07-13 15:58:53+00:00,,iPhone
KCMikeMahoney,2020-07-13 15:58:53+00:00,"Kansas City, MO",iPhone
smartkk007,2020-07-13 15:58:53+00:00,Pratapur Prayagraj UP India.,Mobile device
S43D_,2020-07-13 15:58:54+00:00,vatanappally,iPhone
lynseyross__,2020-07-13 15:58:54+00:00,Toronto ,iPhone
JustOnlyJohnny,2020-07-13 15:58:54+00:00,NYC,iPhone
LeeBurnsTexas,2020-07-13 15:58:54+00:00,"Texas, USA",iPhone
Utter1824,2020-07-13 15:58:54+00:00,Maine,iPhone
ProGloCommons,2020-07-13 15:58:54+00:00,Global,Mobile device
adlittle,2020-07-13 15:58:54+00:00,Global,-
Green_Recovery,2020-07-13 15:58:54+00:00,,Mobile device
mohddanish23,2020-07-13 15:58:54+00:00,,Android
ElaineS74713643,2020-07-13 15:58:54+00:00,,iPad
EU_ZMK,2020-07-13 15:58:55+00:00,Brussels,Mobile device
Mysuru_district,2020-07-13 15:58:55+00:00,ಮೈಸೂರು - ಅರಮನೆ ನಗರ,Android
ceejdalipe,2020-07-13 15:58:55+00:00,美,iPhone
oooohjay,2020-07-13 15:58:55+00:00,Mars,iPhone
bestbetonsports,2020-07-13 15:58:55+00:00,"Chicago, Vegas, LA",iPhone
tcdglobal,2020-07-13 15:58:55+00:00,Trinity College Dublin,Mobile device
LEarthquakes,2020-07-13 15:58:56+00:00,"Newcastle Upon Tyne, England",Mobile device
TalmadgePamela,2020-07-13 15:58:56+00:00,,Android
ezzie67_linda,2020-07-13 15:58:56+00:00,"Scottsdale, AZ",iPhone
mwhitsett,2020-07-13 15:58:56+00:00,"Austin, TX",iPad
V_Warrioress,2020-07-13 15:58:56+00:00,,iPhone
Rude_Marxist,2020-07-13 15:58:56+00:00,"Los Angeles, CA",iPhone
MayersCamille,2020-07-13 15:58:56+00:00,,Android
Yvette45184087,2020-07-13 15:58:56+00:00,,iPhone
Fran_Mann76,2020-07-13 15:58:56+00:00,"Brooklyn, NY",Mobile device
gila43,2020-07-13 15:58:56+00:00,"New York, usually.",iPad
wilbrown_GA,2020-07-13 15:58:57+00:00,"Atlanta, GA",Mobile device
AtallNathan,2020-07-13 15:58:57+00:00,"Strabane, Co Tyrone",Mobile device
the_petshopboy,2020-07-13 15:58:57+00:00,"brooklyn, new york",iPhone
RaleighDemocrat,2020-07-13 15:58:57+00:00,"Raleigh, NC",Mobile device
mtalkntau,2020-07-13 15:58:57+00:00,,Android
degenhardtdong1,2020-07-13 15:58:57+00:00,,Android
MerlinofCanada,2020-07-13 15:58:57+00:00,Canada,Mobile device
Nonna_x3,2020-07-13 15:58:58+00:00,,iPad
SquonkGen,2020-07-13 15:58:58+00:00,,Mobile device
Gillis9Rose,2020-07-13 15:58:58+00:00,,Android
ericall32486189,2020-07-13 15:58:58+00:00,,iPhone
ScheyChris,2020-07-13 15:58:58+00:00,,Android
Drawitall,2020-07-13 15:58:58+00:00,"New York, USA",iPad
alidrees77,2020-07-13 15:58:58+00:00,"Hyderabad, India",Android
OlsonAJ,2020-07-13 15:58:58+00:00,"Chicago, IL",Mobile device
niteshdhaka05,2020-07-13 15:58:59+00:00,India,Mobile device
mchayden100,2020-07-13 15:58:59+00:00,"Houston, TX",iPhone
tcdglobal,2020-07-13 15:58:59+00:00,Trinity College Dublin,Mobile device
yasiel72,2020-07-13 15:58:59+00:00,"Miami, FL",iPhone
PerinatalKE,2020-07-13 15:58:59+00:00,Kenya,Instagram
stbrideschurch,2020-07-13 15:58:59+00:00,"London, UK",-
SanjaysahFCCA,2020-07-13 15:59:00+00:00,"Harrow, London",Mobile device
deepaksatiddn,2020-07-13 15:59:00+00:00,"देहरादून, उत्तराखण्ड",Android
NaattuVarthakal,2020-07-13 15:59:00+00:00,കേരളം,-
V_Warrioress,2020-07-13 15:59:00+00:00,,iPhone
AnshuPattanayak,2020-07-13 15:59:00+00:00,India,Android
Slider_Hoos,2020-07-13 15:59:00+00:00,,Mobile device
torpeto,2020-07-13 15:59:00+00:00,Left Coast USA,Mobile device
cagney1991,2020-07-13 15:59:00+00:00,South Florida,iPad
UNIDO_Geneva,2020-07-13 15:59:00+00:00,"Geneva, Switzerland",Mobile device
Yvette45184087,2020-07-13 15:59:01+00:00,,iPhone
SuzieMay08,2020-07-13 15:59:01+00:00,,Mobile device
charr1515,2020-07-13 15:59:01+00:00,"North Carolina, USA",iPhone
mamuni_ishita,2020-07-13 15:59:01+00:00,"Kochi, India",iPhone
TheBigGinF,2020-07-13 15:59:01+00:00,,Android
maxxpain5,2020-07-13 15:59:01+00:00,World,iPhone
bnlasse,2020-07-13 15:59:01+00:00,Alabama,Mobile device
LanRCC,2020-07-13 15:59:02+00:00,Lanarkshire,Mobile device
IgnitionPenguin,2020-07-13 15:59:00+00:00,A Cave,iPhone
IntDiabetesFed,2020-07-13 15:59:01+00:00,"Brussels, Belgium",-
sommermathis,2020-07-13 15:59:02+00:00,"New York, NY",iPhone
bjym_kashmir,2020-07-13 15:59:02+00:00,"Srinagar, India",iPhone
Kiwiheather,2020-07-13 15:59:02+00:00,"Parkland, FL",Mobile device
NYCsocialchange,2020-07-13 15:59:02+00:00,,iPhone
Jonas62712964,2020-07-13 15:59:02+00:00,,Mobile device
MRPMCS,2020-07-13 15:59:02+00:00,"Maple Ridge, BC",Mobile device
VeeHKay,2020-07-13 15:59:02+00:00,,iPhone
GSSHealth,2020-07-13 15:59:02+00:00,Baltimore / DC Metro,-
Nadahzak,2020-07-13 15:59:02+00:00,"West Midlands, England",Android
dancurry,2020-07-13 15:59:02+00:00,Chicago area,-
Spygate9,2020-07-13 15:59:02+00:00,"Shadowbanned, USA",Android
Therealvickiew1,2020-07-13 15:59:03+00:00,,Mobile device
Yvette45184087,2020-07-13 15:59:03+00:00,,iPhone
jill_quinton,2020-07-13 15:59:03+00:00,,iPhone
BrianGPowell,2020-07-13 15:59:04+00:00,#9ll=#NWO #Nuclear #FalseFlag!,Mobile device
HMatouschek,2020-07-13 15:59:04+00:00,graz,Mobile device
smileyhawk,2020-07-13 15:59:04+00:00,out of touch with reality,iPhone
Sanjays66323876,2020-07-13 15:59:04+00:00,,Mobile device
SteveGMcGeeIRL,2020-07-13 15:59:04+00:00,"Dublin City, Ireland",iPhone
Siamriyaz,2020-07-13 15:59:04+00:00,World,iPhone
aparanjape,2020-07-13 15:59:04+00:00,"Pune, India",Android
Pritam5341,2020-07-13 15:59:04+00:00,"Purba Muzaffarpur, India",Android
MarkESutter,2020-07-13 15:59:04+00:00,OH,iPhone
cindyjintheOC,2020-07-13 15:59:04+00:00,"Tustin, CA",iPad
mikepriz25,2020-07-13 15:59:05+00:00,,iPhone
im_shenoi,2020-07-13 15:59:05+00:00,"Kerala,Bharat",iPad
LondonFunders,2020-07-13 15:59:05+00:00,London,iPhone
loriatlaw,2020-07-13 15:59:05+00:00,"Florida, USA",iPhone
sherr_windy,2020-07-13 15:59:05+00:00,East Tn.        From ES of Md.,iPad
CTVChristina,2020-07-13 15:59:05+00:00,"Ottawa, Ontario",iPhone
cellrepair777,2020-07-13 15:59:05+00:00,"Vancouver, British Columbia",Mobile device
katrothsuresh1,2020-07-13 15:59:05+00:00,,Android
livelongandyeah,2020-07-13 15:59:05+00:00,,Android
tasuedglitz,2020-07-13 15:59:06+00:00,"Ijebu Ode, Nigeria",-
WallHillStudios,2020-07-13 15:59:06+00:00,"Townsend,MA",iPhone
FunaabGlitz,2020-07-13 15:59:06+00:00,,-
patrickhadfield,2020-07-13 15:59:06+00:00,"Edinburgh, Europe.",Android
ArunRajeshwaran,2020-07-13 15:59:06+00:00,Saint Lucia,Android
taxmarch,2020-07-13 15:59:06+00:00,,-
Rainismist,2020-07-13 15:59:06+00:00,United States,Mobile device
marcmaxmeister,2020-07-13 15:59:06+00:00,"Denver, CO",Mobile device
MPxMcConnell,2020-07-13 15:59:06+00:00,"Ontario, Canada",iPhone
TC1776,2020-07-13 15:59:07+00:00,,iPad
corona_town,2020-07-13 15:59:07+00:00,,Android
MikeGolby,2020-07-13 15:59:07+00:00,Cape Town,Mobile device
JohnFowlerTV,2020-07-13 15:59:07+00:00,Western United States,Mobile device
rosarat,2020-07-13 15:59:07+00:00,Earth,iPhone
Rmm84118696,2020-07-13 15:59:07+00:00,,Android
TbdPaul,2020-07-13 15:59:07+00:00,,Mobile device
RonaldG88521117,2020-07-13 15:59:07+00:00,,iPhone
Rajdipmajumder1,2020-07-13 15:59:07+00:00,"Bhubaneshwar, India",Android
